Gene	Symbol	Name	Annotation	Interpro_Pfam	GO
NVEC200_002468_1.1	SCNM1	Sodium channel modifier 1	Sodium channel modifier 1 (Homo sapiens OX%3D9606)	"InterPro:IPR031622,InterPro:IPR031625,Pfam:PF15803,Pfam:PF15805"	
NVEC200_002469_1.1	FRZB	Frizzled-related protein	Secreted frizzled-related protein 3 (Gallus gallus OX%3D9031)	"InterPro:IPR018933,InterPro:IPR020067,Pfam:PF01392,Pfam:PF01759"	GO:0005515
NVEC200_002470_1.1	Rsph14	Radial spoke head 14-like protein	Radial spoke head 14 homolog (Mus musculus OX%3D10090)	"InterPro:IPR000225,InterPro:IPR000357,Pfam:PF00514,Pfam:PF02985"	GO:0005515
NVEC200_002471_1.1		NVEC200_002471_1.1	Unknown protein		
NVEC200_002472_1.1	adra1a	G-protein coupled receptor 161	Alpha-1A adrenergic receptor (Oryzias latipes OX%3D8090)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_002473_1.1		NVEC200_002473_1.1	Unknown protein		
NVEC200_002474_1.1	UNC5C	Unc-5 netrin receptor C	Netrin receptor UNC5C (Gallus gallus OX%3D9031)	"InterPro:IPR000488,InterPro:IPR000906,Pfam:PF00531,Pfam:PF00791"	"GO:0005515,GO:0007165"
NVEC200_002475_1.1	CPEB1	Cytoplasmic polyadenylation element-binding protein 1	Cytoplasmic polyadenylation element-binding protein 1 (Pongo abelii OX%3D9601)	"InterPro:IPR000504,InterPro:IPR032296,Pfam:PF16366,Pfam:PF16367"	GO:0003676
NVEC200_002476_1.1	Pcsk7	Proprotein convertase subtilisin/kexin type 7	Proprotein convertase subtilisin/kexin type 7 (Rattus norvegicus OX%3D10116)	"InterPro:IPR000209,InterPro:IPR002884,InterPro:IPR032815,Pfam:PF00082,Pfam:PF01483,Pfam:PF16470"	"GO:0004252,GO:0006508,GO:0008236"
NVEC200_002477_1.1	natd1	N-acetyltransferase domain-containing protein	Protein NATD1 (Xenopus tropicalis OX%3D8364)	"InterPro:IPR031165,Pfam:PF14542"	
NVEC200_002478_1.1		NVEC200_002478_1.1	Unknown protein		
NVEC200_002479_1.1		NVEC200_002479_1.1	Unknown protein		
NVEC200_002480_1.1		Calmodulin-4	Similar to Calmodulin (Plasmodium falciparum OX%3D5833)	"InterPro:IPR001478,InterPro:IPR002048,Pfam:PF00595,Pfam:PF13499"	"GO:0005509,GO:0005515"
NVEC200_002481_1.1	calA	Calmodulin (Paxillus involutus OX%3D71150)	Calmodulin (Paxillus involutus OX%3D71150)	"InterPro:IPR001478,Pfam:PF00595,Pfam:PF13833"	GO:0005515
NVEC200_002482_1.1	CYP17A1	"Cytochrome P450 steroid 17-alpha-hydroxylase/17,20 lyase"	Steroid 17-alpha-hydroxylase/17%2C20 lyase (Rana dybowskii OX%3D71582)	"InterPro:IPR001128,Pfam:PF00067"	"GO:0005506,GO:0016705,GO:0020037,GO:0055114"
NVEC200_002483_1.1		Calmodulin	Similar to Calmodulin (Physarum polycephalum OX%3D5791)	"InterPro:IPR002048,Pfam:PF13499"	GO:0005509
NVEC200_002484_1.1	Fat2	Protocadherin Fat 2 (Rattus norvegicus OX%3D10116)			
NVEC200_002485_1.1	POLR3B	DNA-directed RNA polymerase subunit beta	DNA-directed RNA polymerase III subunit RPC2 (Homo sapiens OX%3D9606)	"InterPro:IPR007642,InterPro:IPR007644,InterPro:IPR007645,InterPro:IPR007646,Pfam:PF04561,Pfam:PF04563,Pfam:PF04565,Pfam:PF04566"	"GO:0003677,GO:0003899,GO:0006351"
NVEC200_002486_1.1	Klhl2	Kelch-like protein 3	Kelch-like protein 2 (Rattus norvegicus OX%3D10116)	"InterPro:IPR000210,InterPro:IPR006652,InterPro:IPR011705,Pfam:PF00651,Pfam:PF01344,Pfam:PF07707"	GO:0005515
NVEC200_002487_1.1	PFDN1	Prefoldin subunit 1	Prefoldin subunit 1 (Homo sapiens OX%3D9606)	"InterPro:IPR002777,Pfam:PF01920"	"GO:0006457,GO:0016272,GO:0051082"
NVEC200_002488_1.1	FAM185A	Family with sequence similarity 185 member A	Protein FAM185A (Homo sapiens OX%3D9606)	"InterPro:IPR025164,Pfam:PF13349"	
NVEC200_002489_1.1	GABBR2	Gamma-aminobutyric acid type B receptor subunit 2	Gamma-aminobutyric acid type B receptor subunit 2 (Homo sapiens OX%3D9606)	"InterPro:IPR001828,InterPro:IPR017978,Pfam:PF00003,Pfam:PF01094"	"GO:0004930,GO:0007186,GO:0016021"
NVEC200_002490_1.1	cyb5d1	Cytochrome b5 domain-containing protein 1	Cytochrome b5 domain-containing protein 1 (Danio rerio OX%3D7955)	"InterPro:IPR001199,Pfam:PF00173"	
NVEC200_002491_1.1	Tbata	Protein TBATA	Protein TBATA (Mus musculus OX%3D10090)	"InterPro:IPR037394,Pfam:PF15256"	
NVEC200_002492_1.1	PLCL2	Phosphoinositide phospholipase C	Inactive phospholipase C-like protein 2 (Homo sapiens OX%3D9606)	"InterPro:IPR000008,InterPro:IPR000909,InterPro:IPR001711,InterPro:IPR001849,InterPro:IPR015359,Pfam:PF00168,Pfam:PF00387,Pfam:PF00388,Pfam:PF09279,Pfam:PF16457"	"GO:0004435,GO:0006629,GO:0007165,GO:0035556"
NVEC200_002493_1.1	A1CF	APOBEC1 complementation factor	APOBEC1 complementation factor (Pongo abelii OX%3D9601)	"InterPro:IPR000504,Pfam:PF00076,Pfam:PF14709"	GO:0003676
NVEC200_002494_1.1	EFCAB6	EF-hand calcium-binding domain-containing protein 6	EF-hand calcium-binding domain-containing protein 6 (Homo sapiens OX%3D9606)	"InterPro:IPR002048,InterPro:IPR015070,Pfam:PF08976,Pfam:PF13499,Pfam:PF13833"	GO:0005509
NVEC200_002495_1.1	Dpp9	Dipeptidyl peptidase 9	Dipeptidyl peptidase 9 (Mus musculus OX%3D10090)	"InterPro:IPR001375,InterPro:IPR002469,Pfam:PF00326,Pfam:PF00930"	"GO:0006508,GO:0008236"
NVEC200_002496_1.1	PF13_0198	FTP domain-containing protein	Reticulocyte-binding protein 2 homolog a (Plasmodium falciparum (isolate 3D7) OX%3D36329)		
NVEC200_002497_1.1	VIT	Vitrin (Bos taurus OX%3D9913)	Vitrin (Bos taurus OX%3D9913)	"InterPro:IPR002035,Pfam:PF00092"	
NVEC200_002498_1.1	ANK2	ANK_REP_REGION domain-containing protein	Ankyrin-2 (Homo sapiens OX%3D9606)	"InterPro:IPR002110,InterPro:IPR020683,Pfam:PF00023,Pfam:PF12796,Pfam:PF13637"	GO:0005515
NVEC200_002499_1.1		NVEC200_002499_1.1	Unknown protein		
NVEC200_002500_1.1	DPYS	Dihydropyrimidinase (Homo sapiens OX%3D9606)	Dihydropyrimidinase (Homo sapiens OX%3D9606)	"InterPro:IPR006680,Pfam:PF01979"	GO:0016787
NVEC200_002501_1.1		NVEC200_002501_1.1	Unknown protein		
NVEC200_002502_1.1	ADRB4C	G_PROTEIN_RECEP_F1_2 domain-containing protein	Beta-4C adrenergic receptor (Meleagris gallopavo OX%3D9103)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_002503_1.1	CYP17A1	"Steroid 17-alpha-hydroxylase/17,20 lyase"	Steroid 17-alpha-hydroxylase/17%2C20 lyase (Squalus acanthias OX%3D7797)	"InterPro:IPR001128,Pfam:PF00067"	"GO:0005506,GO:0016705,GO:0020037,GO:0055114"
NVEC200_002504_1.1	micu1	"Calcium uptake protein 1,mitochondrial"	Calcium uptake protein 1%2C mitochondrial (Xenopus tropicalis OX%3D8364)	"InterPro:IPR002048,Pfam:PF13202,Pfam:PF13833"	GO:0005509
NVEC200_002505_1.1	Txnrd2	Thioredoxin reductase 2	Thioredoxin reductase 2%2C mitochondrial (Mus musculus OX%3D10090)	"InterPro:IPR004099,InterPro:IPR023753,Pfam:PF02852,Pfam:PF07992"	"GO:0016491,GO:0045454,GO:0055114"
NVEC200_002506_1.1	dlx4a	Homeobox domain-containing protein	Homeobox protein Dlx4a (Danio rerio OX%3D7955)	"InterPro:IPR001356,Pfam:PF00046"	GO:0003677
NVEC200_002507_1.1	Hmx1	Homeobox domain-containing protein	Homeobox protein HMX1 (Mus musculus OX%3D10090)	"InterPro:IPR001356,Pfam:PF00046"	GO:0003677
NVEC200_002508_1.1		Neurogenic locus Notch protein	Similar to D-galactoside-specific lectin (Heliocidaris crassispina OX%3D1043166)	"InterPro:IPR000922,InterPro:IPR003609,Pfam:PF00024,Pfam:PF02140"	GO:0030246
NVEC200_002509_1.1	B4GALNT3	Beta-1%2C4-N-acetylgalactosaminyltransferase 3 (Homo sapiens OX%3D9606)	Beta-1%2C4-N-acetylgalactosaminyltransferase 3 (Homo sapiens OX%3D9606)	"InterPro:IPR008428,Pfam:PF05679"	"GO:0008376,GO:0032580"
NVEC200_002510_1.1		NVEC200_002510_1.1	ATP-dependent DNA helicase		
NVEC200_002511_1.1		NVEC200_002511_1.1	Unknown protein		
NVEC200_002512_1.1	CNOT11	"CCR4-NOT transcription complex,subunit 11"	CCR4-NOT transcription complex subunit 11 (Homo sapiens OX%3D9606)	"InterPro:IPR019312,Pfam:PF10155"	GO:0030014
NVEC200_002513_1.1	SFRP2	Secreted frizzled related protein 1/5-like protein	Secreted frizzled-related protein 2 (Gallus gallus OX%3D9031)	"InterPro:IPR020067,Pfam:PF01392"	GO:0005515
NVEC200_002514_1.1	ZXDA	Zinc finger X-linked protein ZXDB	Zinc finger X-linked protein ZXDA (Homo sapiens OX%3D9606)	"InterPro:IPR013087,Pfam:PF00096"	
NVEC200_002515_1.1	ChT	High affinity choline transporter 1	High-affinity choline transporter 1 (Drosophila melanogaster OX%3D7227)	"InterPro:IPR001734,Pfam:PF00474"	"GO:0016020,GO:0022857,GO:0055085"
NVEC200_002516_1.1	FBXL17	S-phase kinase-associated protein 2	F-box/LRR-repeat protein 17 (Homo sapiens OX%3D9606)	"InterPro:IPR001611,InterPro:IPR001810,Pfam:PF12937,Pfam:PF13516"	GO:0005515
NVEC200_002517_1.1	MRPL14	"39S ribosomal protein L14,mitochondrial"	39S ribosomal protein L14%2C mitochondrial (Bos taurus OX%3D9913)	"InterPro:IPR000218,Pfam:PF00238"	"GO:0003735,GO:0005840,GO:0006412"
NVEC200_002518_1.1	wdr61	WD repeat-containing protein 61	WD repeat-containing protein 61 (Danio rerio OX%3D7955)	"InterPro:IPR001680,Pfam:PF00400"	GO:0005515
NVEC200_002519_1.1		NVEC200_002519_1.1	Unknown protein		
NVEC200_002520_1.1	v1g228490	NAD(P)H-hydrate epimerase	NAD(P)H-hydrate epimerase (Nematostella vectensis OX%3D45351)	"InterPro:IPR004443,Pfam:PF03853"	
NVEC200_002521_1.1		NVEC200_002521_1.1	Unknown protein	"InterPro:IPR001849,InterPro:IPR004012,Pfam:PF00169,Pfam:PF02759"	
NVEC200_002522_1.1	Plch2	Phosphoinositide phospholipase C	1-phosphatidylinositol 4%2C5-bisphosphate phosphodiesterase eta-2 (Mus musculus OX%3D10090)	"InterPro:IPR000008,InterPro:IPR000909,InterPro:IPR001711,InterPro:IPR015359,Pfam:PF00168,Pfam:PF00387,Pfam:PF00388,Pfam:PF09279"	"GO:0004435,GO:0006629,GO:0007165,GO:0035556"
NVEC200_002523_1.1	SUM1	cAMP-dependent protein kinase regulatory subunit	cAMP-dependent protein kinase regulatory subunit (Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) OX%3D242507)	"InterPro:IPR000595,Pfam:PF00027"	
NVEC200_002524_1.1	MYBL2	Myb-related protein a	Myb-related protein B (Gallus gallus OX%3D9031)	"InterPro:IPR001005,InterPro:IPR015395,Pfam:PF00249,Pfam:PF09316,Pfam:PF13921"	
NVEC200_002525_1.1	pkmyt1	Membrane-associated tyrosine-and threonine-specific cdc2-inhibitory kinase	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (Xenopus laevis OX%3D8355)	"InterPro:IPR000719,Pfam:PF00069"	"GO:0004672,GO:0005524,GO:0006468"
NVEC200_002526_1.1		NVEC200_002526_1.1	EamA domain-containing protein	"InterPro:IPR000620,Pfam:PF00892"	
NVEC200_002527_1.1	FANK1	Fibronectin type III and ankyrin repeat domains 1	Fibronectin type 3 and ankyrin repeat domains protein 1 (Homo sapiens OX%3D9606)	"InterPro:IPR020683,Pfam:PF12796"	
NVEC200_002528_1.1	Tmem101	Transmembrane protein 101	Transmembrane protein 101 (Mus musculus OX%3D10090)	"InterPro:IPR029371,Pfam:PF15111"	
NVEC200_002529_1.1	Moxd1	DBH-like monooxygenase protein 1	DBH-like monooxygenase protein 1 (Mus musculus OX%3D10090)	"InterPro:IPR000323,InterPro:IPR005018,InterPro:IPR024548,Pfam:PF01082,Pfam:PF03351,Pfam:PF03712"	"GO:0004497,GO:0005507,GO:0016715,GO:0055114"
NVEC200_002530_1.1	egl-36	Unknown protein	Potassium voltage-gated channel protein egl-36 (Caenorhabditis elegans OX%3D6239)	"InterPro:IPR013099,Pfam:PF07885"	
NVEC200_002531_1.1	Grik2	"Glutamate receptor ionotropic,kainate 2"	Glutamate receptor ionotropic%2C kainate 2 (Rattus norvegicus OX%3D10116)	"InterPro:IPR001320,InterPro:IPR001828,InterPro:IPR019594,Pfam:PF00060,Pfam:PF01094,Pfam:PF10613"	"GO:0004970,GO:0015276,GO:0016020"
NVEC200_002532_1.1	ZNF431	Zinc finger protein 431	Zinc finger protein 431 (Homo sapiens OX%3D9606)	"InterPro:IPR013087,Pfam:PF00096"	
NVEC200_002533_1.1		NVEC200_002533_1.1	Zinc finger protein 431		
NVEC200_002534_1.1	ZNF431	Zinc finger protein 431 (Homo sapiens OX%3D9606)	Zinc finger protein 431 (Homo sapiens OX%3D9606)	"InterPro:IPR013087,Pfam:PF00096"	
NVEC200_002535_1.1		NVEC200_002535_1.1	Unknown protein		
NVEC200_002536_1.1	NCAPD3	Condensin-2 complex subunit D3	Condensin-2 complex subunit D3 (Homo sapiens OX%3D9606)	"InterPro:IPR032682,Pfam:PF12717"	
NVEC200_002537_1.1		NVEC200_002537_1.1	G_PROTEIN_RECEP_F1_2 domain-containing protein		
NVEC200_002538_1.1	Cdcp2	CUB domain-containing protein 2 (Mus musculus OX%3D10090)	CUB domain-containing protein 2 (Mus musculus OX%3D10090)	"InterPro:IPR000859,Pfam:PF00431"	
NVEC200_002539_1.1	galr2a	Galanin receptor 2a (Danio rerio OX%3D7955)	Galanin receptor 2a (Danio rerio OX%3D7955)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_002540_1.1	v1g211400	Cyclic GMP-AMP synthase	Cyclic GMP-AMP synthase (Nematostella vectensis OX%3D45351)	"InterPro:IPR024810,Pfam:PF03281"	
NVEC200_002541_1.1		NVEC200_002541_1.1	Transposon Ty3-G Gag-Pol poly		
NVEC200_002542_1.1		NVEC200_002542_1.1	Reverse transcriptase domain-containing protein		
NVEC200_002543_1.1		NVEC200_002543_1.1	Unknown protein		
NVEC200_002544_1.1	v1g211400	Cyclic GMP-AMP synthase	Cyclic GMP-AMP synthase (Nematostella vectensis OX%3D45351)	"InterPro:IPR024810,Pfam:PF03281"	
NVEC200_002545_1.1	Lima1	Lim domain and actin-binding	LIM domain and actin-binding protein 1 (Mus musculus OX%3D10090)	"InterPro:IPR001781,Pfam:PF00412"	
NVEC200_002546_1.1		NVEC200_002546_1.1	Guanylate cyclase		
NVEC200_002547_1.1	ATP13A3	Cation-transporting ATPase	Probable cation-transporting ATPase 13A3 (Homo sapiens OX%3D9606)	"InterPro:IPR004014,InterPro:IPR006544,Pfam:PF00122,Pfam:PF00690,Pfam:PF00702,Pfam:PF12409"	"GO:0006812,GO:0016021,GO:0016887"
NVEC200_002548_1.1		NVEC200_002548_1.1	Unknown protein		
NVEC200_002549_1.1		NVEC200_002549_1.1			
NVEC200_002550_1.1	FAM47C	Unknown protein	Putative protein FAM47C (Homo sapiens OX%3D9606)		
NVEC200_002551_1.1		NVEC200_002551_1.1	Unknown protein		
NVEC200_002552_1.1	v1g237765	Methylthioribose-1-phosphate isomerase	Methylthioribose-1-phosphate isomerase (Nematostella vectensis OX%3D45351)	"InterPro:IPR000649,Pfam:PF01008"	GO:0044237
NVEC200_002553_1.1	Adar	Double-stranded RNA-specific adenosine deaminase	Double-stranded RNA-specific adenosine deaminase (Mus musculus OX%3D10090)	"InterPro:IPR002466,InterPro:IPR014720,InterPro:IPR042371,Pfam:PF00035,Pfam:PF02137,Pfam:PF02295"	"GO:0003723,GO:0004000,GO:0006396"
NVEC200_002554_1.1	SRPRB	Signal recognition particle receptor subunit beta	Signal recognition particle receptor subunit beta (Homo sapiens OX%3D9606)	"InterPro:IPR019009,Pfam:PF09439"	
NVEC200_002555_1.1	dcaf10	DDB1- and CUL4-associated factor 10	DDB1- and CUL4-associated factor 10 (Xenopus laevis OX%3D8355)	"InterPro:IPR001680,Pfam:PF00400"	GO:0005515
NVEC200_002556_1.1		NVEC200_002556_1.1	REJ domain-containing protein		
NVEC200_002557_1.1		NVEC200_002557_1.1	Gelation factor		
NVEC200_002558_1.1		NVEC200_002558_1.1	Unknown protein		
NVEC200_002559_1.1	Usp5	Ubiquitin carboxyl-terminal hydrolase	Ubiquitin carboxyl-terminal hydrolase 5 (Mus musculus OX%3D10090)	"InterPro:IPR001394,InterPro:IPR001607,InterPro:IPR015940,InterPro:IPR041432,Pfam:PF00443,Pfam:PF00627,Pfam:PF02148,Pfam:PF17807"	"GO:0008270,GO:0016579,GO:0036459"
NVEC200_002560_1.1	paqr5a	Membrane progestin receptor gamma-B	Membrane progestin receptor gamma-A (Danio rerio OX%3D7955)	"InterPro:IPR004254,Pfam:PF03006"	GO:0016021
NVEC200_002561_1.1		NVEC200_002561_1.1	Unknown protein	"InterPro:IPR002172,Pfam:PF00057"	GO:0005515
NVEC200_002562_1.1		NVEC200_002562_1.1	lens fiber membrane intrinsic protein-like isoform X1	"InterPro:IPR004031,Pfam:PF00822"	GO:0016021
NVEC200_002563_1.1		NVEC200_002563_1.1	Unknown protein		
NVEC200_002564_1.1	Eml1	Echinoderm microtubule-associated protein-like 1	Echinoderm microtubule-associated protein-like 1 (Rattus norvegicus OX%3D10116)	"InterPro:IPR001680,InterPro:IPR003533,InterPro:IPR005108,Pfam:PF00400,Pfam:PF03451,Pfam:PF03607"	"GO:0005515,GO:0035556"
NVEC200_002565_1.1	SCO1	SCO cytochrome c oxidase assembly protein 1	Protein SCO1 homolog%2C mitochondrial (Homo sapiens OX%3D9606)	"InterPro:IPR003782,Pfam:PF02630"	
NVEC200_002566_1.1	Cfap74	cilia- and flagella-associated protein 74-like	Cilia- and flagella-associated protein 74 (Mus musculus OX%3D10090)		
NVEC200_002567_1.1	Sult1c2a	Sulfotransferase 1C2A (Rattus norvegicus OX%3D10116)	Sulfotransferase 1C2A (Rattus norvegicus OX%3D10116)	"InterPro:IPR000863,Pfam:PF00685"	GO:0008146
NVEC200_002568_1.1	Sult1c2a	Sulfotransferase 1C2A (Rattus norvegicus OX%3D10116)	Sulfotransferase 1C2A (Rattus norvegicus OX%3D10116)	"InterPro:IPR000863,Pfam:PF00685"	GO:0008146
NVEC200_002569_1.1	Deaf1	Sterile alpha motif domain containing 11	Deformed epidermal autoregulatory factor 1 (Drosophila melanogaster OX%3D7227)	"InterPro:IPR000770,InterPro:IPR001660,Pfam:PF00536,Pfam:PF01342"	"GO:0003677,GO:0005515"
NVEC200_002570_1.1	impdh2	Inosine-5'-monophosphate dehydrogenase	Inosine-5'-monophosphate dehydrogenase 2 (Xenopus tropicalis OX%3D8364)	"InterPro:IPR000644,InterPro:IPR001093,Pfam:PF00478,Pfam:PF00571"	"GO:0003824,GO:0055114"
NVEC200_002571_1.1	Tex55	Testis-specific expressed protein 55	Testis-specific expressed protein 55 (Mus musculus OX%3D10090)	"InterPro:IPR040760,Pfam:PF17819"	
NVEC200_002572_1.1	SLC16A2	MFS domain-containing protein	Monocarboxylate transporter 8 (Rattus norvegicus OX%3D10116)	"InterPro:IPR011701,Pfam:PF07690"	"GO:0022857,GO:0055085"
NVEC200_002573_1.1		NVEC200_002573_1.1	Unknown protein		
NVEC200_002574_1.1	KIF27	Kinesin motor domain-containing protein	Kinesin-like protein KIF27 (Homo sapiens OX%3D9606)	"InterPro:IPR001752,Pfam:PF00225"	"GO:0003777,GO:0005524,GO:0007018,GO:0008017"
NVEC200_002575_1.1	ZC3H6	Unknown protein	Zinc finger CCCH domain-containing protein 6 (Homo sapiens OX%3D9606)	Pfam:PF14608	
NVEC200_002576_1.1	ACTL6B	Actin like 6B	Actin-like protein 6B (Homo sapiens OX%3D9606)	"InterPro:IPR004000,Pfam:PF00022"	
NVEC200_002577_1.1	Fbn2	Unknown protein	Fibrillin-2 (Mus musculus OX%3D10090)	"InterPro:IPR001881,InterPro:IPR024731,Pfam:PF07645,Pfam:PF12947"	GO:0005509
NVEC200_002578_1.1	CMD1	"Myosin regulatory light chain 2,ventricular/cardiac muscle isoform"	Calmodulin (Phytophthora infestans OX%3D4787)	"InterPro:IPR002048,Pfam:PF13499"	GO:0005509
NVEC200_002579_1.1	SQOR	"Sulfide:quinone oxidoreductase,mitochondrial"	Sulfide:quinone oxidoreductase%2C mitochondrial (Homo sapiens OX%3D9606)	"InterPro:IPR023753,Pfam:PF07992"	"GO:0016491,GO:0055114"
NVEC200_002580_1.1		Folate_rec domain-containing protein	Similar to Riboflavin-binding protein (Dromaius novaehollandiae OX%3D8790)	"InterPro:IPR018143,Pfam:PF03024"	
NVEC200_002581_1.1	Cers1	Ceramide synthase 1	Ceramide synthase 1 (Mus musculus OX%3D10090)	"InterPro:IPR006634,Pfam:PF03798"	GO:0016021
NVEC200_002582_1.1	cdk20	Cyclin-dependent kinase 20	Cyclin-dependent kinase 20 (Danio rerio OX%3D7955)	"InterPro:IPR000719,Pfam:PF00069"	"GO:0004672,GO:0005524,GO:0006468"
NVEC200_002583_1.1	TXN2	Thioredoxin domain-containing protein	Thioredoxin%2C mitochondrial (Bos taurus OX%3D9913)	"InterPro:IPR013766,Pfam:PF00085"	
NVEC200_002584_1.1		NVEC200_002584_1.1	Coiled-coil domain-containing protein 158	"InterPro:IPR039448,Pfam:PF13229"	
NVEC200_002585_1.1		NVEC200_002585_1.1	Unknown protein	"InterPro:IPR029234,Pfam:PF15400"	
NVEC200_002586_1.1	Bap18	Chromatin complexes subunit BAP18	Chromatin complexes subunit BAP18 (Mus musculus OX%3D10090)	"InterPro:IPR001005,Pfam:PF00249"	
NVEC200_002587_1.1		NVEC200_002587_1.1			
NVEC200_002588_1.1	Vezt	Vezatin (Rattus norvegicus OX%3D10116)	Vezatin (Rattus norvegicus OX%3D10116)	"InterPro:IPR026859,Pfam:PF12632"	GO:0017022
NVEC200_002589_1.1	METTL14	N6-adenosine-methyltransferase subunit METTL14	N6-adenosine-methyltransferase non-catalytic subunit (Pongo abelii OX%3D9601)	"InterPro:IPR007757,Pfam:PF05063"	
NVEC200_002590_1.1	Sgce	Sarcoglycan alpha	Epsilon-sarcoglycan (Mus musculus OX%3D10090)	"InterPro:IPR008908,Pfam:PF05510"	GO:0016012
NVEC200_002591_1.1	Rpl12	60S ribosomal protein L12	60S ribosomal protein L12 (Rattus norvegicus OX%3D10116)	"InterPro:IPR020783,InterPro:IPR020784,Pfam:PF00298,Pfam:PF03946"	"GO:0003735,GO:0005840,GO:0006412"
NVEC200_002592_1.1	AP4E1	AP-4 complex subunit epsilon-1	AP-4 complex subunit epsilon-1 (Homo sapiens OX%3D9606)	"InterPro:IPR002553,InterPro:IPR028269,Pfam:PF01602,Pfam:PF14807"	"GO:0006886,GO:0016192,GO:0030117"
NVEC200_002593_1.1	tll2	Bone morphogenetic protein 1	Tolloid-like protein 2 (Xenopus laevis OX%3D8355)	"InterPro:IPR000859,InterPro:IPR002172,Pfam:PF00057,Pfam:PF00431"	GO:0005515
NVEC200_002594_1.1	Prag1	Tyrosine-protein kinase	Inactive tyrosine-protein kinase PRAG1 (Rattus norvegicus OX%3D10116)	"InterPro:IPR000719,Pfam:PF00069"	"GO:0004672,GO:0005524,GO:0006468"
NVEC200_002595_1.1		NVEC200_002595_1.1	Protein brambleberry		
NVEC200_002596_1.1	Lrrc23	Leucine-rich repeat-containing protein 23	Leucine-rich repeat-containing protein 23 (Mus musculus OX%3D10090)	Pfam:PF14580	
NVEC200_002597_1.1	Rev1	DNA repair protein REV1	DNA repair protein Rev1 (Drosophila melanogaster OX%3D7227)	"InterPro:IPR001126,InterPro:IPR001357,InterPro:IPR017961,InterPro:IPR031991,Pfam:PF00817,Pfam:PF11799,Pfam:PF16589,Pfam:PF16727"	"GO:0003684,GO:0006281"
NVEC200_002598_1.1	ANO7	Anoctamin-7 (Homo sapiens OX%3D9606)	Anoctamin-7 (Homo sapiens OX%3D9606)	"InterPro:IPR007632,InterPro:IPR032394,Pfam:PF04547,Pfam:PF16178"	GO:0046983
NVEC200_002599_1.1	Ano7	Anoctamin-7 (Mus musculus OX%3D10090)	Anoctamin-7 (Mus musculus OX%3D10090)	"InterPro:IPR001478,InterPro:IPR007632,InterPro:IPR032394,Pfam:PF00595,Pfam:PF04547,Pfam:PF16178"	"GO:0005515,GO:0046983"
NVEC200_002600_1.1	PAQR9	Progestin and adipoQ receptor family member 9	Membrane progestin receptor epsilon (Homo sapiens OX%3D9606)	"InterPro:IPR004254,Pfam:PF03006"	GO:0016021
NVEC200_002601_1.1		NVEC200_002601_1.1	Unknown protein	"InterPro:IPR013177,Pfam:PF08213"	
NVEC200_002602_1.1	PAQR9	Membrane progestin receptor gamma	Membrane progestin receptor epsilon (Homo sapiens OX%3D9606)	"InterPro:IPR004254,Pfam:PF03006"	GO:0016021
NVEC200_002603_1.1	Ece1	Endothelin-converting enzyme 1	Endothelin-converting enzyme 1 (Rattus norvegicus OX%3D10116)	"InterPro:IPR008753,InterPro:IPR018497,Pfam:PF01431,Pfam:PF05649"	"GO:0004222,GO:0006508"
